EV000000 F-Code Birthday 0 SE200290:0,SE200203:0,SE200026:1,SE200163:1,SE200219:1,SE200234:1,SE200197:1,SE200240:1,SE200268:1,SE200084:1,SE200020:1,SE200230:1,SE200291:1,SE200054:1,SE200126:1,SE200217:2,SE200241:2,SE200238:2,SE200201:2,SE200119:2,SE200284:2 2025-04-20 2025-04-22 2
EV000001 R.ODE Battle 0 SE200196:0,SE200028:0,SE200199:0,SE200234:1,SE200216:1,SE200096:1,SE200051:1,SE200091:1,SE200294:1,SE200285:2 2025-04-25 2025-04-28 2
EV000002 Tất Niên 0 SE200005:0,SE200235:0,SE200203:1,SE200230:1,SE200125:1,SE200069:1,SE200080:1,SE200128:1,SE200029:1,SE200130:1,SE200074:1,SE200122:1,SE200139:2 2025-03-03 2025-03-08 2
EV000003 F-Code Birthday 0 SE200254:0,SE200022:0,SE200102:1,SE200108:1,SE200042:1,SE200024:1,SE200174:1,SE200230:1,SE200260:1,SE200259:2,SE200041:2,SE200044:2,SE200139:2 2025-06-17 2025-06-20 0
EV000004 R.ODE Battle 0 SE200165:0,SE200169:0,SE200190:0,SE200275:1,SE200163:1,SE200103:1,SE200255:1,SE200182:1,SE200048:1,SE200253:1,SE200248:1,SE200265:1,SE200088:2,SE200251:2,SE200184:2 2025-06-18 2025-06-23 0
EV000005 Tất Niên 0 SE200123:0,SE200158:0,SE200249:1,SE200092:1,SE200251:1,SE200017:1,SE200155:1,SE200061:1,SE200081:2,SE200053:2,SE200121:2,SE200009:2 2025-04-28 2025-04-29 2
EV000006 F-Code Birthday 0 SE200011:0,SE200247:0,SE200126:0,SE200270:1,SE200120:1,SE200223:1,SE200163:1,SE200196:1,SE200298:1,SE200236:1,SE200087:1,SE200124:1,SE200038:1,SE200084:1,SE200203:1,SE200151:1,SE200093:1,SE200030:1,SE200022:1,SE200180:2,SE200178:2,SE200039:2,SE200143:2,SE200156:2 2025-03-12 2025-03-13 2
EV000007 R.ODE Battle 0 SE200083:0,SE200059:0,SE200176:0,SE200187:1,SE200148:1,SE200158:1,SE200164:1,SE200215:1,SE200109:1,SE200234:1,SE200053:1,SE200251:1,SE200159:2 2025-04-28 2025-05-01 1
EV000008 Tất Niên 0 SE200143:0,SE200263:0,SE200025:0,SE200019:1,SE200243:1,SE200158:1,SE200015:1,SE200046:1,SE200082:1,SE200044:1,SE200112:1,SE200083:1,SE200002:1,SE200183:2 2025-04-25 2025-04-28 2
EV000009 F-Code Birthday 0 SE200261:0,SE200131:0,SE200042:1,SE200182:1,SE200117:1,SE200253:1,SE200204:1,SE200240:1,SE200033:1,SE200034:1,SE200092:1,SE200206:1,SE200232:1,SE200136:1,SE200178:2 2025-03-03 2025-03-07 2
EV000010 R.ODE Battle 0 SE200299:0,SE200160:0,SE200216:1,SE200063:1,SE200102:1,SE200066:1,SE200243:1,SE200035:1,SE200272:2,SE200155:2,SE200094:2 2025-03-30 2025-04-04 2
EV000011 Tất Niên 0 SE200008:0,SE200013:1,SE200062:1,SE200189:1,SE200163:1,SE200020:1,SE200075:1,SE200170:1,SE200273:1,SE200102:1,SE200101:1,SE200278:1,SE200037:1,SE200174:1,SE200260:2,SE200126:2,SE200092:2,SE200047:2,SE200030:2,SE200275:2,SE200140:2,SE200107:2,SE200033:2,SE200191:2 2025-06-13 2025-06-17 0
EV000012 F-Code Birthday 0 SE200038:0,SE200262:1,SE200139:1,SE200280:1,SE200199:1,SE200212:1,SE200045:1,SE200236:1,SE200195:1,SE200255:1,SE200227:1,SE200013:1,SE200105:1,SE200050:1,SE200080:1,SE200123:2,SE200052:2,SE200253:2 2025-04-28 2025-04-30 2
EV000013 R.ODE Battle 0 SE200130:0,SE200010:0,SE200265:1,SE200158:1,SE200081:1,SE200254:1,SE200049:1,SE200164:1,SE200125:1,SE200227:1,SE200044:1,SE200250:1,SE200086:1,SE200023:1,SE200118:1,SE200098:1,SE200005:1,SE200282:1,SE200166:1 2025-05-07 2025-05-08 0
EV000014 Tất Niên 0 SE200266:0,SE200222:1,SE200090:1,SE200020:1,SE200227:1,SE200247:1,SE200084:1,SE200241:1,SE200131:1,SE200000:1,SE200215:1,SE200085:1,SE200189:1,SE200219:2,SE200186:2 2025-04-02 2025-04-03 2
EV000015 F-Code Birthday 0 SE200207:0,SE200137:0,SE200060:1,SE200232:1,SE200222:1,SE200040:1,SE200286:1,SE200041:2,SE200055:2,SE200011:2 2025-03-04 2025-03-05 2
EV000016 R.ODE Battle 0 SE200005:0,SE200093:1,SE200083:1,SE200247:1,SE200073:1,SE200186:1,SE200248:1,SE200067:1,SE200288:1,SE200272:1,SE200219:1,SE200057:2,SE200151:2,SE200234:2,SE200134:2,SE200191:2 2025-05-28 2025-06-02 0
EV000017 Tất Niên 0 SE200028:0,SE200223:0,SE200143:0,SE200110:1,SE200221:1,SE200259:1,SE200000:1,SE200005:1,SE200031:1,SE200050:1,SE200107:1,SE200218:1,SE200193:1,SE200136:1,SE200044:1,SE200126:2,SE200261:2,SE200212:2,SE200279:2,SE200030:2,SE200152:2,SE200234:2,SE200180:2,SE200169:2,SE200076:2 2025-03-17 2025-03-21 2
EV000018 F-Code Birthday 0 SE200275:0,SE200027:0,SE200287:1,SE200235:1,SE200251:1,SE200079:1,SE200128:1,SE200005:1,SE200023:1,SE200182:1,SE200280:1,SE200242:1,SE200184:1,SE200144:1,SE200262:1,SE200121:1,SE200261:1,SE200025:1,SE200109:1,SE200258:1,SE200131:1 2025-04-19 2025-04-20 2
EV000019 R.ODE Battle 0 SE200024:0,SE200256:1,SE200037:1,SE200078:1,SE200226:1,SE200148:1,SE200287:1,SE200182:1,SE200225:2,SE200054:2,SE200143:2,SE200035:2 2025-06-09 2025-06-13 0
EV000020 Tất Niên 0 SE200193:0,SE200045:1,SE200124:1,SE200083:1,SE200094:1,SE200128:1,SE200284:1,SE200268:1,SE200101:1,SE200135:1,SE200255:1,SE200219:1,SE200146:1,SE200265:1,SE200004:1,SE200163:2 2025-05-31 2025-06-03 0
EV000021 F-Code Birthday 0 SE200151:0,SE200167:0,SE200289:1,SE200226:1,SE200113:1,SE200000:1,SE200211:1,SE200033:1,SE200064:1,SE200255:1,SE200284:1,SE200282:1,SE200234:1,SE200208:1,SE200204:1,SE200165:1,SE200077:1,SE200109:1,SE200108:1,SE200166:1,SE200008:1 2025-06-11 2025-06-16 0
EV000022 R.ODE Battle 0 SE200212:0,SE200095:0,SE200139:0,SE200257:1,SE200238:1,SE200084:1,SE200120:1,SE200216:1,SE200108:1,SE200183:1,SE200207:1,SE200009:1,SE200083:1,SE200052:1,SE200151:1,SE200040:1,SE200042:1,SE200048:1,SE200012:1 2025-06-08 2025-06-12 0
EV000023 Tất Niên 0 SE200032:0,SE200181:0,SE200278:1,SE200069:1,SE200204:1,SE200008:1,SE200273:1,SE200253:1,SE200232:1,SE200164:1,SE200255:1,SE200161:1,SE200188:1,SE200295:1,SE200298:1,SE200284:1,SE200150:1,SE200167:1,SE200237:1,SE200125:1,SE200264:1,SE200028:1,SE200154:1,SE200051:1,SE200056:2 2025-03-26 2025-03-30 2
EV000024 F-Code Birthday 0 SE200055:0,SE200185:1,SE200200:1,SE200060:1,SE200154:1,SE200064:1,SE200288:1,SE200267:1,SE200214:1,SE200033:1,SE200075:1,SE200008:1,SE200284:2,SE200116:2,SE200129:2 2025-05-22 2025-05-26 0
EV000025 R.ODE Battle 0 SE200095:0,SE200092:0,SE200198:1,SE200049:1,SE200272:1,SE200091:1,SE200025:1,SE200020:1,SE200142:1,SE200015:1,SE200228:1,SE200013:1,SE200148:2,SE200048:2,SE200266:2,SE200062:2,SE200128:2,SE200276:2,SE200064:2,SE200189:2 2025-06-14 2025-06-15 0
EV000026 Tất Niên 0 SE200004:0,SE200215:0,SE200009:1,SE200096:1,SE200219:1,SE200270:1,SE200236:1,SE200158:2,SE200174:2,SE200122:2 2025-06-22 2025-06-23 0
EV000027 F-Code Birthday 0 SE200120:0,SE200005:0,SE200053:0,SE200019:1,SE200245:1,SE200009:1,SE200022:1,SE200103:2,SE200057:2,SE200050:2 2025-05-13 2025-05-16 0
EV000028 R.ODE Battle 0 SE200292:0,SE200043:1,SE200118:1,SE200073:1,SE200236:1,SE200141:1,SE200116:1,SE200241:1,SE200199:1,SE200297:1,SE200087:1,SE200157:1,SE200058:2,SE200191:2,SE200153:2,SE200204:2 2025-04-19 2025-04-20 2
EV000029 Tất Niên 0 SE200060:0,SE200111:0,SE200057:1,SE200127:1,SE200115:1,SE200085:1,SE200247:1,SE200045:1,SE200081:1,SE200124:1,SE200287:1,SE200242:1,SE200099:1,SE200281:1,SE200228:1,SE200236:2,SE200190:2,SE200275:2,SE200163:2,SE200019:2 2025-03-03 2025-03-07 2
EV000030 F-Code Birthday 0 SE200056:0,SE200050:0,SE200143:1,SE200211:1,SE200077:1,SE200194:1,SE200107:1,SE200091:1,SE200262:1,SE200131:1 2025-06-27 2025-06-30 0
EV000031 R.ODE Battle 0 SE200167:0,SE200111:0,SE200092:0,SE200121:1,SE200038:1,SE200078:1,SE200083:1,SE200143:1,SE200288:1,SE200107:1,SE200169:1,SE200029:1,SE200171:1,SE200270:2,SE200056:2,SE200160:2,SE200243:2,SE200040:2 2025-05-08 2025-05-09 0
EV000032 Tất Niên 0 SE200261:0,SE200075:1,SE200208:1,SE200061:1,SE200093:1,SE200068:1,SE200038:1,SE200108:1,SE200242:1,SE200223:1,SE200137:2,SE200125:2 2025-05-12 2025-05-15 0
EV000033 F-Code Birthday 0 SE200171:0,SE200176:0,SE200234:0,SE200003:1,SE200185:1,SE200128:1,SE200142:1,SE200172:1,SE200181:1,SE200060:1,SE200067:1,SE200225:1,SE200139:1,SE200023:1,SE200259:1,SE200113:1,SE200262:1,SE200078:1,SE200024:1,SE200117:2,SE200064:2 2025-03-13 2025-03-18 2
EV000034 R.ODE Battle 0 SE200278:0,SE200093:0,SE200269:0,SE200011:1,SE200254:1,SE200183:1,SE200285:1,SE200268:1,SE200002:1,SE200088:1,SE200128:1,SE200137:1,SE200071:1,SE200192:1,SE200164:1,SE200205:1,SE200061:2,SE200250:2,SE200109:2,SE200195:2,SE200143:2 2025-03-26 2025-03-28 2
EV000035 Tất Niên 0 SE200162:0,SE200272:0,SE200279:1,SE200150:1,SE200290:1,SE200084:1,SE200008:1,SE200203:1,SE200081:1,SE200124:1,SE200195:1,SE200088:1,SE200257:1,SE200224:2,SE200251:2,SE200204:2,SE200205:2,SE200077:2,SE200292:2,SE200052:2,SE200293:2,SE200094:2,SE200044:2 2025-06-05 2025-06-09 0
EV000036 F-Code Birthday 0 SE200035:0,SE200079:0,SE200291:1,SE200036:1,SE200266:1,SE200253:1,SE200175:1,SE200155:1,SE200218:2,SE200225:2 2025-03-10 2025-03-11 2
EV000037 R.ODE Battle 0 SE200124:0,SE200143:1,SE200179:1,SE200283:1,SE200290:1,SE200233:1,SE200267:1,SE200247:1,SE200198:1,SE200212:1,SE200049:1,SE200139:1,SE200029:1,SE200130:1,SE200259:2,SE200066:2,SE200009:2,SE200224:2 2025-05-13 2025-05-16 0
EV000038 Tất Niên 0 SE200111:0,SE200236:0,SE200162:1,SE200259:1,SE200044:1,SE200007:1,SE200014:1,SE200218:1,SE200175:1,SE200021:1,SE200117:1,SE200295:2,SE200148:2,SE200205:2,SE200173:2,SE200152:2 2025-05-25 2025-05-30 0
EV000039 F-Code Birthday 0 SE200273:0,SE200147:1,SE200120:1,SE200228:1,SE200194:1,SE200134:1,SE200287:1,SE200293:1,SE200163:1,SE200242:1,SE200019:1,SE200206:2,SE200037:2,SE200073:2,SE200252:2,SE200170:2 2025-05-12 2025-05-15 0
EV000040 R.ODE Battle 0 SE200280:0,SE200206:0,SE200140:1,SE200158:1,SE200007:1,SE200049:1,SE200068:1,SE200161:1,SE200134:1,SE200230:1,SE200133:1,SE200211:1,SE200162:1,SE200114:1,SE200266:1,SE200136:1,SE200127:1,SE200044:1,SE200143:1,SE200193:2,SE200209:2,SE200156:2,SE200226:2,SE200073:2,SE200217:2 2025-06-20 2025-06-23 0
EV000041 Tất Niên 0 SE200273:0,SE200236:0,SE200111:0,SE200105:1,SE200041:1,SE200220:1,SE200071:1,SE200107:1,SE200082:1,SE200167:1,SE200101:1,SE200147:1,SE200103:1,SE200094:1,SE200261:1,SE200255:1,SE200055:2,SE200178:2 2025-06-10 2025-06-11 0
EV000042 F-Code Birthday 0 SE200172:0,SE200216:1,SE200249:1,SE200110:1,SE200057:1,SE200268:1,SE200061:1,SE200212:1,SE200179:1,SE200205:1,SE200260:1,SE200080:1,SE200275:2,SE200124:2,SE200188:2,SE200129:2,SE200028:2 2025-04-25 2025-04-28 2
EV000043 R.ODE Battle 0 SE200052:0,SE200230:0,SE200083:0,SE200009:1,SE200111:1,SE200234:1,SE200034:1,SE200241:1,SE200005:2,SE200008:2,SE200214:2,SE200000:2 2025-04-18 2025-04-20 2
EV000044 Tất Niên 0 SE200132:0,SE200113:1,SE200156:1,SE200167:1,SE200288:1,SE200119:1,SE200066:1,SE200064:1,SE200212:1,SE200106:1,SE200057:1,SE200246:1,SE200232:1,SE200193:2,SE200197:2,SE200082:2 2025-03-29 2025-04-02 2
EV000045 F-Code Birthday 0 SE200023:0,SE200197:0,SE200282:1,SE200290:1,SE200135:1,SE200227:1,SE200294:1,SE200131:1,SE200106:1,SE200182:1,SE200228:1,SE200247:1,SE200269:2,SE200094:2 2025-05-30 2025-05-31 0
EV000046 R.ODE Battle 0 SE200036:0,SE200098:1,SE200088:1,SE200251:1,SE200213:1,SE200246:1,SE200087:1,SE200139:1,SE200261:1,SE200154:1,SE200265:1,SE200010:1,SE200000:2,SE200071:2,SE200231:2,SE200095:2,SE200076:2 2025-05-19 2025-05-24 0
EV000047 Tất Niên 0 SE200156:0,SE200187:0,SE200020:1,SE200142:1,SE200018:1,SE200239:1,SE200244:1,SE200190:2,SE200169:2,SE200158:2 2025-06-18 2025-06-23 0
EV000048 F-Code Birthday 0 SE200134:0,SE200117:0,SE200244:1,SE200228:1,SE200158:1,SE200114:1,SE200147:1,SE200189:1,SE200174:1,SE200271:1,SE200224:1,SE200017:1,SE200269:1,SE200175:2 2025-03-02 2025-03-06 2
EV000049 R.ODE Battle 0 SE200182:0,SE200239:1,SE200192:1,SE200261:1,SE200145:1,SE200014:1,SE200287:1,SE200004:2,SE200204:2,SE200180:2 2025-06-20 2025-06-24 0
EV000050 Tất Niên 0 SE200058:0,SE200267:1,SE200153:1,SE200091:1,SE200255:1,SE200214:1,SE200174:1,SE200194:1,SE200254:1,SE200006:1,SE200002:1,SE200199:1,SE200038:1,SE200188:1,SE200163:2,SE200025:2,SE200155:2,SE200003:2,SE200273:2,SE200008:2,SE200073:2 2025-04-22 2025-04-26 2
EV000051 F-Code Birthday 0 SE200180:0,SE200112:1,SE200135:1,SE200142:1,SE200196:1,SE200293:1,SE200043:1,SE200170:1,SE200220:1,SE200261:1,SE200117:1,SE200103:1,SE200218:1 2025-05-01 2025-05-06 1
EV000052 R.ODE Battle 0 SE200025:0,SE200126:0,SE200043:0,SE200265:1,SE200215:1,SE200063:1,SE200272:1,SE200280:1,SE200069:1,SE200102:1,SE200248:1,SE200241:1,SE200044:1,SE200036:1,SE200224:1,SE200117:1,SE200027:1,SE200197:1,SE200203:2,SE200299:2,SE200163:2 2025-04-08 2025-04-09 2
EV000053 Tất Niên 0 SE200190:0,SE200213:1,SE200029:1,SE200267:1,SE200253:1,SE200154:1,SE200079:1,SE200289:2,SE200091:2,SE200180:2 2025-03-22 2025-03-27 2
EV000054 F-Code Birthday 0 SE200034:0,SE200020:0,SE200047:1,SE200144:1,SE200043:1,SE200228:1,SE200182:1,SE200169:1,SE200088:1,SE200113:1,SE200087:1,SE200055:1,SE200012:1,SE200275:1,SE200093:1,SE200200:1,SE200257:1,SE200152:1,SE200240:1,SE200038:1,SE200175:1,SE200128:1,SE200072:2 2025-03-13 2025-03-16 2
EV000055 R.ODE Battle 0 SE200014:0,SE200197:1,SE200234:1,SE200252:1,SE200174:1,SE200292:1,SE200041:1,SE200004:1,SE200205:1,SE200113:1,SE200169:2,SE200242:2,SE200209:2 2025-06-01 2025-06-02 0
EV000056 Tất Niên 0 SE200146:0,SE200154:0,SE200099:0,SE200015:1,SE200013:1,SE200108:1,SE200197:1,SE200189:1,SE200203:2,SE200281:2,SE200279:2 2025-03-29 2025-03-30 2
EV000057 F-Code Birthday 0 SE200078:0,SE200069:1,SE200227:1,SE200135:1,SE200278:1,SE200221:1,SE200285:1,SE200205:1,SE200150:1,SE200160:1,SE200054:1,SE200206:1,SE200237:1,SE200122:2,SE200146:2 2025-06-07 2025-06-08 0
EV000058 R.ODE Battle 0 SE200087:0,SE200029:0,SE200201:0,SE200244:1,SE200049:1,SE200258:1,SE200291:1,SE200112:1,SE200269:1,SE200023:1,SE200280:1,SE200070:1,SE200152:1,SE200160:1,SE200123:1,SE200000:1,SE200072:1,SE200187:1,SE200057:1,SE200234:1,SE200190:1,SE200245:2,SE200064:2,SE200220:2 2025-04-06 2025-04-08 2
EV000059 Tất Niên 0 SE200258:0,SE200014:0,SE200269:1,SE200048:1,SE200001:1,SE200103:1,SE200039:1,SE200235:1,SE200203:1,SE200297:1,SE200133:1 2025-03-17 2025-03-19 2
EV000060 F-Code Birthday 0 SE200218:0,SE200073:0,SE200235:1,SE200298:1,SE200240:1,SE200160:1,SE200266:1,SE200088:1,SE200010:1,SE200104:1,SE200015:1,SE200078:2,SE200140:2,SE200139:2,SE200119:2 2025-05-17 2025-05-18 0
